Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
741	8176	8544	5631	1816	4609	1	10	10	10	7	1	1	7	1	0	8	1	0	7	2	2	8	1	2	8	4	0	0	0	0	0	7	1	1	7	1	0	8	1	0	7	2	2	8	1	2	8	4	0	0	0	0	0	7	1	1	7	1	0	8	1	0	7	2	2	8	1	2	8	4	0	0	0	0	0	27	27	27	65	581	6324	0	20	5729	9208	3277	8786	1750	6517	1171	8717	9150	6937	5221	2245	8589	1775	2243	6988	4800	3071	4599	6310	4494	3709	18	2	3	17	2	0	19	2	0	20	4	4	16	2	3	23	10	0	0	0	0	0	155447503	28559472	2716782	2861340	21305489	2533009	0	25100057	535635	0	16909305	2609128	4885982	21048176	2679694	24700626	26297838	8675172	0	0	0	0	0	6431525	1320111	177904	40907	1060401	274961	0	1145092	119286	0	769289	206211	23847	939681	17750	297930	1228294	260608	0	0	0	0	0	3650335	0	0	2517337	0	0	3260082	0	0	2311220	1712886	1220181	3175543	0	1583672	2331497	2283254	0	0	0	0	0	6	0	0	4	0	0	7	0	0	3	0	0	6	0	0	6	2	0	0	0	0	0	34	7537	5004	143	1718	4114	365	2726	3602	3017	1138	8795	1643
529	8678	5812	8411	2069	4318	1	3	3	3	0	1	2	1	1	0	0	1	0	1	1	1	1	1	2	1	1	0	0	0	0	0	0	1	2	1	1	0	0	1	0	1	1	1	1	1	2	1	1	0	0	0	0	0	0	1	2	1	1	0	0	1	0	1	1	1	1	1	2	1	1	0	0	0	0	0	2	2	2	220	1989	6906	0	4	3559	609	1146	7417	1163	443	6617	8267	4714	6668	921	2882	3015	1064	6102	6202	5276	2628	6670	9381	3082	9166	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	78662701	0	3129271	6580060	11532740	7232659	0	0	3213713	0	4910390	8288703	2889986	6976593	2753722	6787601	6459846	4493494	0	0	0	0	0	770958	0	46407	21913	104073	47062	0	0	34303	0	80344	7059	162974	83597	55001	68135	87478	82058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	947348	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	4258	2984	6925	1719	7912	8713	2296	5809	4852	6212	1721	6247
9509	5233	7044	1626	7135	6186	1	2	2	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	293	2577	1123	0	2	4595	5069	6	1801	4230	2913	1993	6226	6792	5371	9417	3036	4774	9620	2629	6821	9891	2225	7623	3883	7303	4458	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5986970	9278712	0	327288	0	0	0	0	0	169981	0	0	0	0	0	15147228	0	0	0	0	0	0	0	1226350	44827	0	61303	0	0	0	0	0	105716	0	0	0	0	0	204246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92275	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	7951	5131	2527	1720	8787	3843	1277	4688	7016	8175	6376	1487
8315	9459	3463	6097	5842	6121	1	40	40	40	20	13	25	23	18	26	23	10	23	24	17	27	21	12	22	25	16	21	0	4	2	5	20	13	25	23	18	26	23	10	23	24	17	27	21	12	22	25	16	21	0	4	2	5	20	13	25	23	18	26	23	10	23	24	17	27	21	12	22	25	16	21	0	4	2	5	46	46	46	114	1002	4146	0	130	4541	8482	9606	2424	9963	5006	2662	4383	4240	658	6179	8441	8661	8564	7135	9416	9291	2479	3374	2451	373	6831	23	16	30	28	23	32	28	13	28	30	22	33	26	17	27	30	21	26	0	5	2	5	2397673560	121326929	35599560	236372636	123078280	76637288	142117211	110026948	27408394	172292003	129910702	100106641	348844949	94962058	33453036	283017709	169510855	96049462	99294491	0	3588865	634077	5286173	44381166	2237992	754110	4231702	2243358	1186580	2716362	2164208	430443	3276001	2484713	1844985	6463236	1762494	687820	4937777	2960949	1883724	1853141	0	86932	1971	108591	14233769	13693435	18742157	18247034	19132890	25994755	15376385	13588701	26845191	24311068	19708825	31455873	15374364	11344335	23503982	24807096	20592262	23609602	0	9330544	2035686	5912212	18	7	19	18	12	19	19	5	21	20	13	29	18	5	25	21	15	10	0	0	0	1	296	4389	2603	8677	1721	2753	5778	663	4715	1979	1827	461	1336
3437	10	1013	6120	1938	5393	1	8	7	7	0	0	4	0	0	3	1	0	3	2	0	7	0	1	5	1	1	1	0	0	0	0	0	0	4	0	0	3	0	0	3	1	0	7	0	0	5	0	0	1	0	0	0	0	0	0	4	0	0	3	0	0	3	1	0	7	0	0	5	0	0	1	0	0	0	0	5	5	5	291	2582	7739	0	14	4689	795	7196	5013	7817	7688	1024	1161	1036	976	2422	9349	7560	8048	505	3021	9461	856	4323	1538	151	9182	0	0	3	0	0	2	0	0	2	1	0	5	0	0	4	0	0	1	0	0	0	0	108978304	0	0	35238303	0	0	5157103	0	0	2780329	1114125	0	44131784	0	0	48592604	0	0	1552044	0	0	0	0	961760	0	0	175265	0	0	44368	0	0	68961	101097	0	525230	0	0	293653	0	0	145874	0	0	0	0	0	0	3562808	0	0	1960779	0	0	1110162	0	0	2605406	0	0	1888617	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	4	0	0	4	0	0	0	0	0	0	0	15	3636	1680	1824	1722	6673	8269	3760	286	1023	8863	3201	9928
6739	7756	6801	9500	2182	6077	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	7	7	7	45	419	3206	0	4	8636	8370	9027	470	3369	2499	843	3001	6788	3299	617	9173	9285	5465	2456	8179	9258	4910	8295	3747	2650	9165	7	0	7	7	7	7	7	0	6	6	0	6	6	0	0	7	7	0	0	0	0	0	742777	1202293	0	4445864	1101166	918866	1813845	1173936	0	3276466	834913	0	1010478	0	0	0	1958885	1382327	0	0	0	0	0	1611000	136636	0	160374	71151	68158	109272	182382	0	304391	92175	0	87693	0	0	0	199979	55383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423787	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	10	5779	9640	1899	1723	8	1235	3007	3600	9293	3404	593	225
8299	5798	9353	1145	8104	5192	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	3	3	133	1204	4438	0	3	1573	1147	4120	2697	2127	1327	9718	8764	150	2860	5117	1322	7220	8552	4699	2512	1894	1679	8171	5950	8200	183	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	11233788	0	0	4682856	0	0	0	0	0	0	0	0	249639	0	0	0	4369483	0	0	0	0	0	0	1134578	0	0	152958	0	0	0	0	0	0	0	0	172528	0	0	0	85705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	2435	5179	9016	1724	8542	8284	6136	3537	7470	4014	6112	5125
2547	6697	4956	6315	5198	6989	1	4	4	4	2	0	2	1	1	0	3	0	0	1	2	1	3	0	2	1	3	0	0	0	0	0	2	0	2	1	1	0	3	0	0	1	2	1	3	0	2	1	3	0	0	0	0	0	2	0	2	1	1	0	3	0	0	1	2	1	3	0	2	1	3	0	0	0	0	0	10	10	10	68	588	1496	0	5	8089	1571	1956	4848	9890	4557	3048	419	1988	8	5639	5687	6641	9238	5630	9371	4950	7183	7679	4235	702	3504	4	0	4	4	2	0	8	0	0	2	4	2	8	0	4	2	5	0	0	0	0	0	45531094	8536711	0	10474448	93162	976480	0	4657569	0	0	197479	2523616	1990208	4349391	0	8685783	1398059	7648515	0	0	0	0	0	2589659	414652	0	426516	50527	23822	0	175510	0	0	34851	59507	139816	244373	0	571250	142966	185421	0	0	0	0	0	1204144	0	0	0	0	0	774221	0	0	0	0	0	769190	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	2	0	0	1	1	0	3	0	0	1	1	0	0	0	0	0	15	7601	6722	6801	1725	2287	6718	8893	7778	5453	8185	4979	7262
6206	4174	9809	7739	4397	1018	1	5	5	5	0	0	4	0	0	0	0	1	2	1	0	5	0	1	4	0	1	2	0	0	0	0	0	0	4	0	0	0	0	1	2	1	0	5	0	1	4	0	1	2	0	0	0	0	0	0	4	0	0	0	0	1	2	1	0	5	0	1	4	0	1	2	0	0	0	0	8	8	8	122	1120	7023	0	14	4996	9175	7395	8993	9781	6582	6374	6493	3067	1637	9667	63	3227	6039	9531	4250	7657	8133	5393	218	3141	4579	0	0	7	0	0	0	0	3	4	3	0	8	0	3	7	0	3	4	0	0	0	0	70805458	0	0	12430352	0	0	0	0	2072894	5039559	3220683	0	19485479	0	6467876	41246407	0	5875867	4320731	0	0	0	0	95147	0	0	171298	0	0	0	0	49736	257251	110518	0	484526	0	108088	715084	0	34976	92276	0	0	0	0	0	0	910163	0	0	0	0	0	1022517	0	0	1167163	0	0	2097226	0	0	1325797	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	4	0	0	2	0	0	1	0	0	0	0	12	1459	1037	7366	1726	8169	6294	9789	5563	341	4505	8219	7239
659	4284	5176	9163	5003	460	1	24	24	23	15	6	16	19	8	15	14	9	17	16	10	14	17	9	17	17	13	12	2	2	1	4	15	6	16	19	8	15	14	9	17	16	10	14	17	9	17	17	13	12	2	2	1	4	15	6	16	18	8	15	13	9	17	15	10	14	16	9	17	17	13	12	2	2	1	4	52	52	50	57	515	523	0	98	5186	4305	8777	9243	2287	6691	7576	9289	294	4079	5102	7742	5957	4038	2995	3735	2562	5538	9825	1766	5815	1903	36	14	38	46	17	28	30	23	36	40	26	31	35	23	39	36	32	23	3	5	2	7	2135117397	198971372	19665970	289886827	149316471	33673392	81106867	126087438	26566685	144845439	107602172	69763659	249900208	108814377	43785633	239221517	129222573	94801126	56662076	447873	293279	730843	971330	75448052	7051655	665119	10135429	5291736	1293061	2914092	4638141	1102440	5312224	3793968	2495418	8952152	3917467	1353982	7742107	4450353	3260914	1782928	22243	74954	2278	174874	21931824	11155024	15789373	20524681	11484290	18760390	20965324	14898525	17097080	19757820	17780540	21431657	17237418	12569267	13623510	19748876	17553335	14776227	0	6330746	0	6522576	16	4	13	18	8	11	13	5	10	12	9	11	9	5	10	12	10	8	1	0	0	0	184	6754	5410	885	1727	4391	3027	3696	842	1987	4653	9707	6948
471	7554	4788	4820	8571	5539	1	6	6	6	0	0	1	0	1	1	0	0	1	0	1	4	1	1	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	4	1	1	1	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	4	1	1	1	2	0	0	0	0	0	0	10	10	10	121	1134	2458	0	7	1153	9809	6041	6649	9634	8806	6569	6488	1222	8144	6134	4771	8793	3918	5771	6059	396	8943	2016	1930	5463	7565	0	0	1	0	1	3	0	0	3	0	2	6	3	1	1	5	0	0	0	0	0	0	42328901	0	0	875246	0	1383238	364294	0	0	532518	0	2425989	14980460	689248	1369751	3040052	825556	0	0	0	0	0	0	1026291	0	0	131727	0	32509	84986	0	0	33951	0	128105	276022	2512	94157	19735	184905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	6	7903	3445	9485	1728	3081	428	6001	9879	652	9793	9815	2176
2448	9973	7621	7860	8867	5137	1	5	5	5	4	0	3	5	1	3	4	0	3	4	3	2	4	0	3	4	3	3	0	0	0	0	4	0	3	5	1	3	4	0	3	4	3	2	4	0	3	4	3	3	0	0	0	0	4	0	3	5	1	3	4	0	3	4	3	2	4	0	3	4	3	3	0	0	0	0	16	16	16	63	582	1348	0	38	8062	2007	5167	3892	4314	449	4174	435	2887	845	9943	585	1362	4100	4456	5725	4237	6323	9511	299	8021	6983	12	0	10	16	4	10	12	0	10	12	10	6	12	0	10	12	10	10	0	0	0	0	161921725	21626791	0	12718945	21666059	2387059	4880897	12657930	0	3658130	15455889	8409083	7125038	9674086	0	9536151	16633030	10429140	5099839	0	0	0	0	5475353	873292	0	309129	1008940	118770	225894	580877	0	16690	637832	348321	193103	452296	0	320257	841750	711275	264937	0	0	0	0	2128203	0	756357	3029024	0	787591	1755754	0	505357	2556756	1314855	1706128	1753643	0	861914	2488160	1995589	1144548	0	0	0	0	2	0	3	4	0	2	2	0	2	3	0	1	1	0	2	3	1	0	0	0	0	0	26	3857	5101	5220	1729	5294	8857	8855	2937	8770	78	1557	6134
8706	7232	5019	5351	3510	4428	1	14	14	14	9	2	6	8	2	1	9	1	7	7	1	7	9	1	6	8	1	0	0	0	0	0	9	2	6	8	2	1	9	1	7	7	1	7	9	1	6	8	1	0	0	0	0	0	9	2	6	8	2	1	9	1	7	7	1	7	9	1	6	8	1	0	0	0	0	0	37	37	37	53	472	1041	0	58	461	522	2144	2524	8320	9699	9059	5907	1381	6222	1985	7409	5572	4596	4163	5843	6314	9377	9881	4226	7900	3437	27	9	18	24	5	2	26	3	21	21	2	20	26	1	18	22	2	0	0	0	0	0	426246405	43805830	1291963	40548450	40995401	2757027	155912	57799929	4364138	36631617	26563403	4711727	59965496	38892702	3004230	25215857	37239976	5084019	0	0	0	0	0	21287691	2042322	43451	2087796	1936219	60393	37582	2823718	309374	1689894	1128544	291344	2724960	1866701	90005	817254	1660371	7815	0	0	0	0	0	4906795	2082605	3604496	6532021	0	0	8663057	0	3620296	6068461	0	4620542	5800926	0	1920962	6415335	0	0	0	0	0	0	7	0	4	8	1	0	9	1	6	5	1	6	5	0	0	7	1	0	0	0	0	0	62	7076	5578	8553	1730	1765	2566	6220	6425	9549	3635	4408	4338
718	2117	7015	5147	286	8198	1	2	2	2	1	0	2	1	0	0	1	1	1	1	0	1	2	0	1	2	1	1	0	0	0	0	1	0	2	1	0	0	1	1	1	1	0	1	2	0	1	2	1	1	0	0	0	0	1	0	2	1	0	0	1	1	1	1	0	1	2	0	1	2	1	1	0	0	0	0	3	3	3	130	1193	1771	0	3	1771	9886	6577	7800	3150	9536	8568	8597	8442	154	3097	9620	4330	9179	7442	1889	3926	7126	1354	5116	7728	9969	1	0	3	1	0	0	1	2	1	1	0	1	3	0	1	3	1	1	0	0	0	0	43795482	3164604	0	9490698	0	0	0	2929674	1955393	2593133	499490	0	3521578	6229836	0	24581273	5176158	3523372	1562760	0	0	0	0	124572	71130	0	125789	0	0	0	48152	42499	6050	198357	0	232533	140014	0	362005	46070	81876	214945	0	0	0	0	0	0	602983	0	0	0	0	0	0	0	0	0	1032075	0	0	1207583	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	7	2715	6991	7554	1731	7964	5541	8614	8369	4254	6616	9263	8940
860	9964	6785	3496	2653	9890	1	7	7	7	2	1	3	2	1	2	3	0	3	1	0	3	3	1	2	1	0	1	0	0	0	0	2	1	3	2	1	2	3	0	3	1	0	3	3	1	2	1	0	1	0	0	0	0	2	1	3	2	1	2	3	0	3	1	0	3	3	1	2	1	0	1	0	0	0	0	10	10	10	105	918	2181	0	12	8608	4615	9385	3404	5069	935	9045	7888	4357	9629	6272	1843	2114	2110	8312	2297	8761	591	5707	1605	9498	5855	3	2	4	4	2	2	5	0	4	2	0	5	5	2	2	2	0	1	0	0	0	0	177690194	13055668	292096	20103645	7248572	3402798	4206555	12623489	0	16077497	2339725	0	19522170	7422589	4397162	60109993	3208436	0	2813266	0	0	0	0	4035354	365140	214883	624473	181859	81190	75542	97457	0	435621	91837	0	330001	166653	215888	2010910	63177	0	162877	0	0	0	0	1624824	0	0	1478277	0	0	1363365	0	0	0	0	0	1311268	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	1	0	2	3	0	1	1	0	0	0	0	0	0	15	7022	6471	9249	1732	6562	4408	37	3332	4156	6501	4472	1789
2162	8514	3957	1920	2129	6895	1	8	7	7	4	2	6	4	2	5	3	1	3	3	3	6	3	2	6	3	2	5	0	0	0	1	3	2	6	3	2	5	3	1	3	3	3	6	3	2	6	3	2	5	0	0	0	1	3	2	6	3	2	5	3	1	3	3	3	6	3	2	6	3	2	5	0	0	0	1	6	5	5	203	1826	2474	0	12	4212	8025	7971	5134	1203	740	6083	2526	8372	3167	5617	6627	8631	222	7447	9151	5401	8431	9486	27	2994	8556	3	1	4	3	2	4	2	1	2	2	2	4	2	2	4	2	2	3	0	0	0	1	278249312	12040502	8380027	34672221	11261786	7678125	17320403	11577835	3781001	3284158	7925088	13561336	40628307	15231233	4342769	46954137	9689819	8838951	17882058	0	0	0	202512	1954895	156011	232745	479359	124450	4330	308564	85431	186758	109781	88272	73619	348033	173698	50338	344787	268277	31588	385716	0	0	0	184439	2383424	2405362	1632076	1977840	2118442	3472069	2204319	0	1354327	2242394	2471783	2671099	3043142	1379039	1666927	1865840	2421830	3416441	0	0	0	0	2	0	2	3	0	3	3	0	1	2	2	6	3	0	1	2	0	2	0	0	0	0	31	462	73	3788	1733	9698	6469	5847	8945	351	8267	2931	3531
2735	1435	389	8844	7051	2537	1	62	62	62	28	17	52	17	24	51	23	18	51	28	22	52	28	20	54	28	22	50	2	9	1	12	28	17	52	17	24	51	23	18	51	28	22	52	28	20	54	28	22	50	2	9	1	12	28	17	52	17	24	51	23	18	51	28	22	52	28	20	54	28	22	50	2	9	1	12	52	52	52	124	1124	6890	0	323	9291	2308	7478	4541	6879	1187	9464	6893	3238	2209	5764	3832	2984	4732	9776	1781	8618	1837	1681	6436	9380	638	29	18	46	17	25	43	23	20	45	27	23	42	27	21	46	28	23	44	2	9	1	11	7100323876	143267315	50669726	1314087347	68727007	94258216	433721453	117511198	51108092	797355059	104915531	109668885	1106317871	141371874	77705122	1762889511	143504465	152459259	425431445	1231194	8051549	1221781	7301259	125122032	2509944	1024851	23079486	1183638	1687523	7457960	1970561	912404	13949124	1619919	2042311	19541925	2463984	1416547	31030167	2334688	2656341	7276855	16910	105905	10640	302404	23117513	22723608	90694831	15861209	28091735	85128385	20087620	23610756	107912853	25179950	22639207	98374610	28042064	29489009	147405718	24054466	27975137	92579361	1261285	18930264	0	16028447	20	8	59	13	13	42	12	9	51	16	13	56	15	14	70	20	23	40	0	0	0	0	492	7650	6999	1733	1734	9661	6290	2912	2306	5379	3967	6130	6728
8655	3126	3444	358	9934	6297	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	3	3	70	623	2639	0	1	9032	3094	7583	2751	6671	5882	8862	1865	7885	3029	2002	8892	1340	2025	9040	6772	224	1134	2015	3894	807	7499	0	0	3	0	0	0	0	0	3	0	0	3	0	0	3	0	0	3	0	0	0	0	17359135	0	0	4655142	0	0	0	0	0	763461	0	0	1695727	0	0	9177042	0	0	119754	0	0	0	0	909850	0	0	188023	0	0	0	0	0	132494	0	0	163800	0	0	107935	0	0	6333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2669	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4115	1992	132	1735	1749	8198	2938	6539	7830	9006	8814	7159
